,Filename,Heat Number,HN Confidence,Dimension,Dim Confidence,Grade,Grade Confidence
0,IMG_5616.JPG,2010F2566,0.9970397,HP340×12,0.9908432,S355K2,0.9593317
1,IMG_5837.JPG,2010F2640,0.94072354,HP370×15,0.98311484,S355K2,0.98531014
2,IMG_5859.JPG,2010F2643,0.9982665,HP370×15,0.99101466,S355K2,0.96402717
